Criterion,SAT,Gender,LFR_Score,Predicted_Admission
min_discrimination,910,M,0.4604228106376226,No
min_discrimination,910,F,0.44372865855726895,No
min_discrimination,920,M,0.46177092290286237,No
min_discrimination,920,F,0.4455189327303101,No
min_discrimination,930,M,0.4630920687011183,No
min_discrimination,930,F,0.44722114427994825,No
min_discrimination,940,M,0.46439287795274314,No
min_discrimination,940,F,0.44884182920884685,No
min_discrimination,950,M,0.46567983582795947,No
min_discrimination,950,F,0.45038767785728046,No
min_discrimination,960,M,0.46695928087079797,No
min_discrimination,960,F,0.45186546257995786,No
min_discrimination,970,M,0.46823740640351574,No
min_discrimination,970,F,0.4532819775676435,No
min_discrimination,980,M,0.469520264348382,No
min_discrimination,980,F,0.45464398999797256,No
min_discrimination,990,M,0.4708137706889489,No
min_discrimination,990,F,0.45595820152690014,No
min_discrimination,1000,M,0.47212371187414637,No
min_discrimination,1000,F,0.4572312190336666,No
min_discrimination,1010,M,0.4734557515439244,No
min_discrimination,1010,F,0.4584695334929115,No
min_discrimination,1020,M,0.4748154370236778,No
min_discrimination,1020,F,0.4596795058536085,No
min_discrimination,1030,M,0.4762082050961283,No
min_discrimination,1030,F,0.46086735884334495,No
min_discrimination,1040,M,0.47763938661393807,No
min_discrimination,1040,F,0.46203917367754765,No
min_discrimination,1050,M,0.47911420956480466,No
min_discrimination,1050,F,0.46320089072786114,No
min_discrimination,1060,M,0.4806378002441274,No
min_discrimination,1060,F,0.4643583132851545,No
min_discrimination,1070,M,0.4822151822297202,No
min_discrimination,1070,F,0.465517113635347,No
min_discrimination,1080,M,0.4838512728898522,No
min_discrimination,1080,F,0.46668284074662075,No
min_discrimination,1090,M,0.48555087719151174,No
min_discrimination,1090,F,0.4678609289420483,No
min_discrimination,1100,M,0.4873186786117138,No
min_discrimination,1100,F,0.4690567070006,No
min_discrimination,1110,M,0.48915922699234093,No
min_discrimination,1110,F,0.47027540719110894,No
min_discrimination,1120,M,0.4910769232198415,No
min_discrimination,1120,F,0.47152217379783323,No
min_discrimination,1130,M,0.49307600065641644,No
min_discrimination,1130,F,0.47280207074302705,No
min_discrimination,1140,M,0.4951605033002837,No
min_discrimination,1140,F,0.4741200879520271,No
min_discrimination,1150,M,0.49733426071016806,No
min_discrimination,1150,F,0.4754811461406093,No
min_discrimination,1160,M,0.499600859794042,No
min_discrimination,1160,F,0.4768900997338339,No
min_discrimination,1170,M,0.5019636136346926,Yes
min_discrimination,1170,F,0.47835173765142913,No
min_discrimination,1180,M,0.5044255276048599,Yes
min_discrimination,1180,F,0.47987078171824676,No
min_discrimination,1190,M,0.5069892631119788,Yes
min_discrimination,1190,F,0.4814518824807459,No
min_discrimination,1200,M,0.5096570994058359,Yes
min_discrimination,1200,F,0.4830996122332248,No
min_discrimination,1210,M,0.5124308939800643,Yes
min_discrimination,1210,F,0.48481845508195553,No
min_discrimination,1220,M,0.515312042197953,Yes
min_discrimination,1220,F,0.48661279390286866,No
min_discrimination,1230,M,0.518301436871538,Yes
min_discrimination,1230,F,0.48848689408028134,No
min_discrimination,1240,M,0.5213994286166648,Yes
min_discrimination,1240,F,0.49044488395160935,No
min_discrimination,1250,M,0.5246057878914305,Yes
min_discrimination,1250,F,0.4924907319271753,No
min_discrimination,1260,M,0.5279196696963648,Yes
min_discrimination,1260,F,0.49462822030605086,No
min_discrimination,1270,M,0.531339581966896,Yes
min_discrimination,1270,F,0.49686091586907877,No
min_discrimination,1280,M,0.5348633587169717,Yes
min_discrimination,1280,F,0.49919213739920965,No
min_discrimination,1290,M,0.538488138992336,Yes
min_discrimination,1290,F,0.5016249203570893,Yes
min_discrimination,1300,M,0.5422103526585976,Yes
min_discrimination,1300,F,0.5041619790259915,Yes
min_discrimination,1310,M,0.5460257139795087,Yes
min_discrimination,1310,F,0.5068056665337619,Yes
min_discrimination,1320,M,0.5499292238327211,Yes
min_discrimination,1320,F,0.509557933258788,Yes
min_discrimination,1330,M,0.5539151812632306,Yes
min_discrimination,1330,F,0.5124202842299114,Yes
min_discrimination,1340,M,0.5579772048901817,Yes
min_discrimination,1340,F,0.5153937362336745,Yes
min_discrimination,1350,M,0.5621082644642108,Yes
min_discrimination,1350,F,0.5184787754426767,Yes
min_discrimination,1360,M,0.5663007226256672,Yes
min_discrimination,1360,F,0.5216753164718262,Yes
min_discrimination,1370,M,0.5705463866466083,Yes
min_discrimination,1370,F,0.5249826638500268,Yes
min_discrimination,1380,M,0.5748365696608899,Yes
min_discrimination,1380,F,0.5283994769581153,Yes
min_discrimination,1390,M,0.5791621606078889,Yes
min_discrimination,1390,F,0.5319237395242447,Yes
min_discrimination,1400,M,0.5835137018481529,Yes
min_discrimination,1400,F,0.5355527347801188,Yes
min_discrimination,1410,M,0.587881473165497,Yes
min_discrimination,1410,F,0.5392830273606888,Yes
min_discrimination,1420,M,0.5922555806611552,Yes
min_discrimination,1420,F,0.5431104529721231,Yes
min_discrimination,1430,M,0.5966260488816351,Yes
min_discrimination,1430,F,0.5470301167552849,Yes
min_discrimination,1440,M,0.6009829144110521,Yes
min_discrimination,1440,F,0.5510364011333969,Yes
min_discrimination,1450,M,0.6053163191065392,Yes
min_discrimination,1450,F,0.555122983753769,Yes
min_discrimination,1460,M,0.6096166011644579,Yes
min_discrimination,1460,F,0.5592828659172611,Yes
min_discrimination,1470,M,0.6138743822751647,Yes
min_discrimination,1470,F,0.5635084116407277,Yes
min_discrimination,1480,M,0.6180806492513914,Yes
min_discrimination,1480,F,0.5677913972243642,Yes
min_discrimination,1490,M,0.6222268286935075,Yes
min_discrimination,1490,F,0.5721230709071066,Yes
min_discrimination,1500,M,0.6263048534752361,Yes
min_discrimination,1500,F,0.5764942219000555,Yes
min_discrimination,1510,M,0.6303072200852257,Yes
min_discrimination,1510,F,0.580895257802519,Yes
min_discrimination,1520,M,0.6342270361315769,Yes
min_discrimination,1520,F,0.5853162891403114,Yes
min_discrimination,1530,M,0.6380580575960217,Yes
min_discrimination,1530,F,0.589747219533763,Yes
min_discrimination,1540,M,0.6417947157003274,Yes
min_discrimination,1540,F,0.5941778398146679,Yes
min_discrimination,1550,M,0.6454321335091321,Yes
min_discrimination,1550,F,0.5985979242765266,Yes
min_discrimination,1560,M,0.6489661326317211,Yes
min_discrimination,1560,F,0.6029973271677307,Yes
min_discrimination,1570,M,0.6523932305931472,Yes
min_discrimination,1570,F,0.607366077526651,Yes
min_discrimination,1580,M,0.6557106296175479,Yes
min_discrimination,1580,F,0.6116944705114785,Yes
min_discrimination,1590,M,0.6589161977006311,Yes
min_discrimination,1590,F,0.6159731534933452,Yes
min_discrimination,1600,M,0.6620084429432843,Yes
min_discrimination,1600,F,0.6201932053528456,Yes
